"rt","rotation_left","rotation_right","figure","no","gender","age","which_mirror","rt_rotation","timeSecs","score","ans","time","mirror","instruction","rotation","id","condition","File","ratio","dimensions","area","shape","error","answer","block","rotation_cat"
1.63221527426504,34,64,"cooper_figures\H20.png",60,"female",22,"w",NA,1461413871.082,1,"False","2016-04-23 14:17:51","False",NA,30,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
0.799790278542787,308,323,"cooper_figures\C8.png",61,"female",22,"o",NA,1461413871.9,1,"False","2016-04-23 14:17:51","False",NA,15,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
2.11311752186157,43,223,"cooper_figures\E11.png",65,"female",22,"w",NA,1461413879.646,1,"False","2016-04-23 14:17:59","False",NA,180,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
2.71395538188517,211,241,"cooper_figures\C8.png",66,"female",22,"o",NA,1461413882.381,1,"True","2016-04-23 14:18:02","True",NA,30,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
2.36067540268414,197,197,"cooper_figures\F15.png",70,"female",22,"o",NA,1461413893.528,1,"True","2016-04-23 14:18:13","True",NA,0,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
3.35269494843669,107,137,"cooper_figures\A6.png",71,"female",22,"w",NA,1461413896.887,1,"False","2016-04-23 14:18:16","False",NA,30,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
1.96766292979009,88,88,"cooper_figures\H20.png",72,"female",22,"w",NA,1461413898.868,1,"True","2016-04-23 14:18:18","True",NA,0,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
1.92423293809406,206,371,"cooper_figures\F15.png",76,"female",22,"w",NA,1461413907.327,1,"False","2016-04-23 14:18:27","False",NA,165,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
2.83202342852019,144,294,"cooper_figures\A6.png",77,"female",22,"w",NA,1461413910.168,1,"False","2016-04-23 14:18:30","False",NA,150,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
2.34075227798894,295,325,"cooper_figures\A6.png",78,"female",22,"o",NA,1461413912.527,1,"True","2016-04-23 14:18:32","True",NA,30,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
5.34131720918231,240,390,"cooper_figures\D12.png",82,"female",22,"w",NA,1461413925.629,1,"True","2016-04-23 14:18:45","True",NA,150,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
1.04416812281124,149,149,"cooper_figures\D12.png",83,"female",22,"w",NA,1461413926.681,1,"True","2016-04-23 14:18:46","True",NA,0,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
1.31624726625159,254,434,"cooper_figures\F15.png",88,"female",22,"o",NA,1461413935.987,1,"True","2016-04-23 14:18:55","True",NA,180,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
1.58600553055294,339,339,"cooper_figures\E11.png",89,"female",22,"w",NA,1461413937.59,1,"False","2016-04-23 14:18:57","False",NA,0,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
2.47129285847768,185,335,"cooper_figures\E11.png",97,"female",22,"w",NA,1461413958.044,1,"True","2016-04-23 14:19:18","True",NA,150,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
2.01357930293307,70,100,"cooper_figures\G16.png",98,"female",22,"o",NA,1461413960.071,1,"True","2016-04-23 14:19:20","True",NA,30,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
1.48481100681238,294,309,"cooper_figures\C8.png",103,"female",22,"o",NA,1461413972.709,1,"True","2016-04-23 14:19:32","True",NA,15,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
1.57306770887226,198,378,"cooper_figures\H20.png",104,"female",22,"o",NA,1461413974.298,1,"True","2016-04-23 14:19:34","True",NA,180,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
1.70097351190634,249,429,"cooper_figures\D12.png",105,"female",22,"w",NA,1461413976.01,1,"False","2016-04-23 14:19:36","False",NA,180,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
1.97458151914179,1,181,"cooper_figures\F15.png",113,"female",22,"w",NA,1461413999.735,1,"False","2016-04-23 14:19:59","False",NA,180,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
1.85075040487573,0,15,"cooper_figures\A6.png",114,"female",22,"o",NA,1461414001.594,1,"True","2016-04-23 14:20:01","True",NA,15,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
1.18426549131982,64,214,"cooper_figures\A6.png",115,"female",22,"o",NA,1461414002.794,1,"True","2016-04-23 14:20:02","True",NA,150,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
1.54802256985568,129,279,"cooper_figures\G16.png",117,"female",22,"w",NA,1461414005.609,1,"False","2016-04-23 14:20:05","False",NA,150,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
2.01275606872514,232,412,"cooper_figures\C8.png",119,"female",22,"o",NA,1461414008.74,1,"False","2016-04-23 14:20:08","False",NA,180,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
1.74980605882592,302,317,"cooper_figures\H20.png",121,"female",22,"o",NA,1461414073.561,1,"True","2016-04-23 14:21:13","True",NA,15,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
2.88363786577247,338,503,"cooper_figures\A6.png",123,"female",22,"o",NA,1461414077.611,1,"True","2016-04-23 14:21:17","True",NA,165,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
1.06937405979261,16,16,"cooper_figures\D12.png",124,"female",22,"o",NA,1461414078.697,1,"False","2016-04-23 14:21:18","False",NA,0,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
1.81457000668161,288,438,"cooper_figures\H20.png",125,"female",22,"w",NA,1461414080.525,1,"True","2016-04-23 14:21:20","True",NA,150,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
1.22448807652108,97,127,"cooper_figures\D12.png",126,"female",22,"o",NA,1461414081.769,1,"True","2016-04-23 14:21:21","True",NA,30,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
1.16529346909374,32,62,"cooper_figures\D12.png",127,"female",22,"w",NA,1461414082.943,1,"False","2016-04-23 14:21:22","False",NA,30,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
1.32985522202216,16,181,"cooper_figures\G16.png",128,"female",22,"o",NA,1461414084.291,1,"False","2016-04-23 14:21:24","False",NA,165,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
1.67602288466878,311,461,"cooper_figures\F15.png",129,"female",22,"w",NA,1461414085.988,1,"False","2016-04-23 14:21:25","False",NA,150,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
0.963556594448164,252,267,"cooper_figures\B8.png",133,"female",22,"w",NA,1461414093.827,1,"False","2016-04-23 14:21:33","False",NA,15,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
0.963288882980123,209,209,"cooper_figures\A6.png",134,"female",22,"w",NA,1461414094.81,1,"False","2016-04-23 14:21:34","False",NA,0,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
0.906947584124282,149,179,"cooper_figures\G16.png",136,"female",22,"o",NA,1461414098.12,1,"False","2016-04-23 14:21:38","False",NA,30,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
1.59298014221713,218,218,"cooper_figures\H20.png",138,"female",22,"o",NA,1461414101.824,1,"False","2016-04-23 14:21:41","False",NA,0,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
0.869861842133105,337,337,"cooper_figures\C8.png",139,"female",22,"w",NA,1461414102.701,1,"False","2016-04-23 14:21:42","False",NA,0,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
1.74509373749606,38,203,"cooper_figures\H20.png",140,"female",22,"o",NA,1461414110.442,1,"False","2016-04-23 14:21:50","False",NA,165,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
1.76533888606355,146,296,"cooper_figures\D12.png",141,"female",22,"w",NA,1461414112.214,1,"False","2016-04-23 14:21:52","False",NA,150,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
2.39449386717752,115,265,"cooper_figures\B8.png",142,"female",22,"o",NA,1461414114.626,1,"True","2016-04-23 14:21:54","True",NA,150,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
2.52651584148407,64,229,"cooper_figures\B8.png",144,"female",22,"o",NA,1461414119.591,1,"False","2016-04-23 14:21:59","False",NA,165,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
1.67863499629311,270,300,"cooper_figures\H20.png",145,"female",22,"o",NA,1461414121.278,1,"True","2016-04-23 14:22:01","True",NA,30,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
1.24105967581272,247,412,"cooper_figures\A6.png",147,"female",22,"o",NA,1461414124.156,1,"False","2016-04-23 14:22:04","False",NA,165,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
1.80811200104654,188,338,"cooper_figures\C8.png",148,"female",22,"w",NA,1461414125.973,1,"False","2016-04-23 14:22:05","False",NA,150,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
3.5699723479338,245,395,"cooper_figures\H20.png",150,"female",22,"o",NA,1461414131.335,1,"False","2016-04-23 14:22:11","False",NA,150,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
2.76440488919616,319,349,"cooper_figures\B8.png",152,"female",22,"o",NA,1461414135.831,1,"False","2016-04-23 14:22:15","False",NA,30,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
1.89957183273509,305,470,"cooper_figures\G16.png",154,"female",22,"o",NA,1461414139.95,1,"True","2016-04-23 14:22:19","True",NA,165,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
2.50161439436488,137,287,"cooper_figures\C8.png",155,"female",22,"w",NA,1461414142.469,1,"True","2016-04-23 14:22:22","True",NA,150,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
1.62507558776997,245,275,"cooper_figures\F15.png",162,"female",22,"o",NA,1461414160.746,1,"False","2016-04-23 14:22:40","False",NA,30,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
1.99744048994035,63,228,"cooper_figures\H20.png",163,"female",22,"o",NA,1461414162.752,1,"True","2016-04-23 14:22:42","True",NA,165,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
2.42977234255522,241,256,"cooper_figures\D12.png",165,"female",22,"w",NA,1461414166.934,1,"True","2016-04-23 14:22:46","True",NA,15,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
5.02103545353748,49,229,"cooper_figures\B8.png",166,"female",22,"w",NA,1461414171.975,1,"True","2016-04-23 14:22:51","True",NA,180,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
2.69671749765985,207,372,"cooper_figures\D12.png",170,"female",22,"o",NA,1461414182.202,1,"False","2016-04-23 14:23:02","False",NA,165,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
0.820363437524065,80,80,"cooper_figures\G16.png",171,"female",22,"o",NA,1461414183.042,1,"False","2016-04-23 14:23:03","False",NA,0,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
1.88517399947159,145,325,"cooper_figures\H20.png",172,"female",22,"o",NA,1461414184.94,1,"False","2016-04-23 14:23:04","False",NA,180,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
2.37704771501012,258,438,"cooper_figures\A6.png",174,"female",22,"w",NA,1461414189.266,1,"False","2016-04-23 14:23:09","False",NA,180,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
1.96346464892849,204,369,"cooper_figures\D12.png",179,"female",22,"o",NA,1461414197.987,1,"True","2016-04-23 14:23:17","True",NA,165,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
3.11442828178406,38,203,"cooper_figures\E11.png",180,"female",22,"o",NA,1461414202.888,1,"True","2016-04-23 14:23:22","True",NA,165,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
2.47916725464165,11,41,"cooper_figures\B8.png",181,"female",22,"o",NA,1461414205.386,1,"True","2016-04-23 14:23:25","True",NA,30,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
1.92902993503958,278,458,"cooper_figures\E11.png",184,"female",22,"w",NA,1461414212.921,1,"True","2016-04-23 14:23:32","True",NA,180,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
2.88976401183754,85,100,"cooper_figures\B8.png",185,"female",22,"w",NA,1461414215.831,1,"True","2016-04-23 14:23:35","True",NA,15,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
1.20603095018305,352,352,"cooper_figures\B8.png",186,"female",22,"o",NA,1461414217.048,1,"False","2016-04-23 14:23:37","False",NA,0,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
2.17581589985639,31,31,"cooper_figures\E11.png",188,"female",22,"w",NA,1461414221.001,1,"True","2016-04-23 14:23:41","True",NA,0,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
4.40055800322443,221,221,"cooper_figures\B8.png",189,"female",22,"o",NA,1461414225.409,1,"True","2016-04-23 14:23:45","True",NA,0,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
3.21957090892829,252,267,"cooper_figures\F15.png",191,"female",22,"w",NA,1461414231.245,1,"True","2016-04-23 14:23:51","True",NA,15,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
0.905872889328748,37,52,"cooper_figures\A6.png",192,"female",22,"o",NA,1461414232.164,1,"False","2016-04-23 14:23:52","False",NA,15,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
2.34357051900588,355,355,"cooper_figures\A6.png",196,"female",22,"w",NA,1461414240.486,1,"True","2016-04-23 14:24:00","True",NA,0,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
2.00842521479353,330,510,"cooper_figures\D12.png",201,"female",22,"w",NA,1461414253.651,1,"True","2016-04-23 14:24:13","True",NA,180,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
2.30234508449212,2,152,"cooper_figures\G16.png",202,"female",22,"w",NA,1461414255.962,1,"True","2016-04-23 14:24:15","True",NA,150,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
1.95507706771605,170,335,"cooper_figures\F15.png",203,"female",22,"o",NA,1461414257.931,1,"True","2016-04-23 14:24:17","True",NA,165,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
3.2239034732338,279,294,"cooper_figures\E11.png",204,"female",22,"w",NA,1461414261.167,1,"True","2016-04-23 14:24:21","True",NA,15,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"short"
2.14914952404797,202,352,"cooper_figures\E11.png",207,"female",22,"w",NA,1461414268.859,1,"False","2016-04-23 14:24:28","False",NA,150,108,"pretest","108 Cooper (2016-04-23 14-05-33).csv",NA,NA,NA,NA,NA,NA,NA,"long"
2.81832098960876,345,345,"cooper_figures/A6.png",0,"male",29,"o",NA,1461501118.2811,1,"True","2016-04-24 14:31:58","True",NA,0,208,"pretest","208 Cooper (2016-04-24 14-27-00).csv",NA,NA,NA,NA,NA,NA,NA,"short"
1.39173102378845,147,312,"cooper_figures/C8.png",1,"male",29,"w",NA,1461501119.69597,1,"True","2016-04-24 14:31:59","True",NA,165,208,"pretest","208 Cooper (2016-04-24 14-27-00).csv",NA,NA,NA,NA,NA,NA,NA,"long"
1.88109993934631,77,227,"cooper_figures/B8.png",2,"male",29,"w",NA,1461501121.58805,1,"True","2016-04-24 14:32:01","True",NA,150,208,"pretest","208 Cooper (2016-04-24 14-27-00).csv",NA,NA,NA,NA,NA,NA,NA,"long"
2.83870506286621,330,495,"cooper_figures/E11.png",4,"male",29,"o",NA,1461501126.25708,1,"False","2016-04-24 14:32:06","False",NA,165,208,"pretest","208 Cooper (2016-04-24 14-27-00).csv",NA,NA,NA,NA,NA,NA,NA,"long"
3.27471899986267,287,317,"cooper_figures/D12.png",5,"male",29,"o",NA,1461501129.55009,1,"False","2016-04-24 14:32:09","False",NA,30,208,"pretest","208 Cooper (2016-04-24 14-27-00).csv",NA,NA,NA,NA,NA,NA,NA,"short"
1.7784321308136,237,267,"cooper_figures/H20.png",6,"male",29,"o",NA,1461501131.34695,1,"True","2016-04-24 14:32:11","True",NA,30,208,"pretest","208 Cooper (2016-04-24 14-27-00).csv",NA,NA,NA,NA,NA,NA,NA,"short"
3.54455780982971,291,441,"cooper_figures/C8.png",7,"male",29,"w",NA,1461501134.90103,1,"True","2016-04-24 14:32:14","True",NA,150,208,"pretest","208 Cooper (2016-04-24 14-27-00).csv",NA,NA,NA,NA,NA,NA,NA,"long"
1.37504100799561,226,241,"cooper_figures/E11.png",8,"male",29,"o",NA,1461501136.29099,1,"False","2016-04-24 14:32:16","False",NA,15,208,"pretest","208 Cooper (2016-04-24 14-27-00).csv",NA,NA,NA,NA,NA,NA,NA,"short"
4.09218716621399,111,291,"cooper_figures/G16.png",9,"male",29,"o",NA,1461501140.39538,1,"True","2016-04-24 14:32:20","True",NA,180,208,"pretest","208 Cooper (2016-04-24 14-27-00).csv",NA,NA,NA,NA,NA,NA,NA,"long"
4.14279007911682,330,480,"cooper_figures/H20.png",10,"male",29,"o",NA,1461501144.55709,1,"True","2016-04-24 14:32:24","True",NA,150,208,"pretest","208 Cooper (2016-04-24 14-27-00).csv",NA,NA,NA,NA,NA,NA,NA,"long"
2.43132019042969,209,239,"cooper_figures/E11.png",12,"male",29,"w",NA,1461501149.53079,1,"True","2016-04-24 14:32:29","True",NA,30,208,"pretest","208 Cooper (2016-04-24 14-27-00).csv",NA,NA,NA,NA,NA,NA,NA,"short"
3.08681011199951,91,106,"cooper_figures/E11.png",23,"male",29,"o",NA,1461501181.22063,1,"True","2016-04-24 14:33:01","True",NA,15,208,"pretest","208 Cooper (2016-04-24 14-27-00).csv",NA,NA,NA,NA,NA,NA,NA,"short"
2.34999012947083,69,234,"cooper_figures/G16.png",28,"male",29,"w",NA,1461501190.92867,1,"False","2016-04-24 14:33:10","False",NA,165,208,"pretest","208 Cooper (2016-04-24 14-27-00).csv",NA,NA,NA,NA,NA,NA,NA,"long"
1.54173302650452,95,260,"cooper_figures/F15.png",32,"male",29,"o",NA,1461501199.1626,1,"True","2016-04-24 14:33:19","True",NA,165,208,"pretest","208 Cooper (2016-04-24 14-27-00).csv",NA,NA,NA,NA,NA,NA,NA,"long"
